6913,8553,21330,3319,1936,-793,-770,324,1869,-14360,16017,-22319,1448
5258,11298,19894,3221,1620,343,-770,324,1869,-14360,16017,-22319,1448
9066,9721,17631,2272,544,-209,-805,490,1817,-20346,15908,26058,2149
3016,9558,19333,-450,-1946,391,-734,559,1827,-3575,15928,24343,2399
6367,3997,14408,-450,-1946,391,-734,559,1827,-3575,15928,24343,2399
7433,5755,12244,-1495,-3531,1192,-490,607,1893,-31660,16069,-21306,2476
6209,4689,10209,-1495,-3531,1192,-490,607,1893,-31660,16069,-21306,2476
5610,3961,10825,318,-2114,2179,-275,680,1911,13982,16107,19320,2635
5950,2646,2600,318,-2114,2179,-275,680,1911,13982,16107,19320,2635
6997,5653,2545,-2737,-5526,1691,1,537,1976,-7656,16227,31090,2169
-2956,-2750,3458,-2737,-5526,1691,1,537,1976,-7656,16227,31090,2169
14838,-2370,-15125,-8663,-10531,2768,1,537,1976,-7656,16227,31090,2169
-596,4488,-325,1507,-10411,-7953,1201,66,1657,24660,15576,3064,11
1701,1677,2239,18355,20189,8888,1201,66,1657,24660,15576,3064,11
15587,5389,-68,8481,-30533,9328,1187,584,1562,19309,15062,-9300,3547
13266,-709,2861,-3136,-3844,527,1187,584,1562,19309,15062,-9300,3547
10996,1181,2143,-4795,-8303,-4138,1629,588,1092,-1721,14258,15577,3388
9514,2714,8087,-4795,-8303,-4138,1629,588,1092,-1721,14258,15577,3388
7459,3681,7856,10027,-8770,3158,1895,591,502,-13174,12773,-30989,4486
8045,2644,8611,4964,-9273,3510,1895,591,502,-13174,12773,-30989,4486
7343,2862,9086,983,-10584,3096,1863,314,-789,13033,8929,15059,4666
8119,3424,9146,-595,-10873,3323,1863,314,-789,13033,8929,15059,4666
8107,4355,9839,-1209,-11738,3504,1511,172,-1370,-15419,6576,-11380,4051
7479,5459,8715,-1209,-11738,3504,1511,172,-1370,-15419,6576,-11380,4051
8654,4515,7326,-1483,-11377,1213,965,117,-1802,-21545,3994,7614,3357
11811,4328,6581,-2617,-11947,-938,965,117,-1802,-21545,3994,7614,3357
14929,2631,14178,2988,-11620,-1211,247,227,-2020,16117,1179,26843,3688
15965,3271,14075,5215,-12739,580,247,227,-2020,16117,1179,26843,3688
14857,4497,12416,2909,-11633,-1368,-540,52,-1974,-6768,-2069,14097,3639
12746,3517,13951,2835,-12540,-854,-540,52,-1974,-6768,-2069,14097,3639
13286,3252,13495,4151,-12215,286,-1236,-175,-1622,12276,-5256,-6929,3812
11585,1655,13292,2944,-12935,512,-1778,-292,-972,24423,-8385,12444,2864
11425,1380,12981,2970,-13093,489,-1899,-310,-701,24423,-8385,12444,2864
11928,2086,12495,1568,-13177,1387,-1370,-53,1520,30919,-15250,26265,614
11888,2335,12018,1492,-13302,1383,-1129,-7,1708,30919,-15250,26265,614
12148,2380,11640,983,-13879,480,-563,60,1967,-21636,-16162,24930,-159
12972,2296,7571,983,-13879,480,-563,60,1967,-21636,-16162,24930,-159
13502,1580,7051,1073,-16616,-4621,1367,280,1498,-2647,-15246,32492,-1154
12175,560,3575,2048,-15261,-5804,1849,615,627,-30643,-13173,-24428,-2144
10645,645,2628,1765,-14667,-6501,1879,748,320,-30643,-13173,-24428,-2144
9273,1289,1787,1528,-12815,-6952,1764,1012,-238,-1097,-10508,-20418,-3152
6484,1141,1117,1224,-11830,-6946,1764,1012,-238,-1097,-10508,-20418,-3152
4641,501,722,493,-9762,-7352,1310,1343,-820,289,-7864,31436,-3974
3099,1223,2184,601,-8639,-6952,1310,1343,-820,289,-7864,31436,-3974
2240,3907,8221,2015,-8130,-4016,778,1513,-1138,32095,-5560,-17536,-4677
4425,5552,13806,2931,-7118,-2601,778,1513,-1138,32095,-5560,-17536,-4677
11547,3809,14392,-11281,-4730,-4727,388,1660,-1134,14419,-4133,-5743,-4631
