2012	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	8	4	0	7	4	0	100	98	93	1014	1013	1012	10	3	0	13	5	-	0.00	Fog , Rain
2	9	7	4	7	6	2	93	89	87	1015	1009	1007	10	10	10	21	13	-	0.00	Rain
3	6	3	1	3	-1	-2	100	77	61	1020	1016	1008	10	10	10	26	14	48	0.00	Rain
4	7	4	1	5	-1	-3	93	77	70	1014	1011	1007	10	10	8	32	21	55	0.00	Rain , Snow
5	3	1	0	1	0	-2	100	90	81	1008	989	984	10	8	1	32	24	55	0.00	Rain , Snow
6	1	0	-1	-1	-3	-5	93	79	65	1016	1005	990	10	9	1	37	27	63	0.00	Snow
7	2	1	0	1	-1	-3	100	93	80	1017	1011	1008	10	6	1	24	18	40	0.00	Rain , Snow
8	1	0	0	0	0	0	100	95	93	1018	1014	1011	10	7	1	24	18	37	0.00	Rain , Snow
9	2	1	0	1	-1	-1	100	94	87	1023	1022	1018	10	8	1	24	18	-	0.00	Fog , Snow
10	3	2	2	2	-1	-2	100	81	70	1031	1027	1022	10	10	10	37	23	58	0.00	Rain
11	4	3	2	2	1	-1	93	86	81	1030	1029	1028	10	9	4	24	16	-	0.00	Rain
12	4	2	1	3	2	0	100	89	81	1029	1020	1014	10	10	5	35	19	63	0.00	Rain , Snow
13	1	0	-1	0	-2	-3	100	92	75	1017	1016	1015	10	6	1	39	21	53	0.00	Snow
14	0	-1	-2	-2	-5	-6	93	75	64	1020	1019	1017	10	10	10	34	23	48	0.00	Snow
15	-2	-4	-6	-6	-8	-9	80	71	59	1023	1021	1019	10	10	10	23	16	-	0.00	 
16	-2	-7	-11	-4	-8	-13	93	84	74	1024	1023	1022	10	10	10	23	5	-	0.00	Snow
17	-1	-2	-3	-3	-3	-5	93	86	80	1027	1025	1023	10	10	10	23	13	-	0.00	Snow
18	2	-2	-5	-5	-7	-10	93	69	48	1028	1026	1021	10	10	10	24	10	-	0.00	 
19	5	2	-1	4	1	-4	100	94	75	1021	1014	1008	10	6	1	24	18	45	0.00	Rain , Snow
20	2	0	-2	0	-2	-4	100	88	80	1010	1008	1005	10	7	1	39	19	40	0.00	Snow
21	4	1	-2	3	-2	-4	100	90	80	1012	1006	997	10	7	1	23	13	-	0.00	Rain , Snow
22	2	1	0	1	-1	-2	100	88	75	1004	1002	999	10	9	1	29	23	50	0.00	Rain , Snow
23	2	1	0	1	-1	-2	100	89	75	1011	1010	1003	10	9	5	29	21	60	0.00	Rain , Snow
24	0	-1	-1	-1	-2	-2	100	94	87	1019	1015	1011	10	7	1	19	14	-	0.00	Snow
25	0	-2	-5	-2	-3	-6	100	91	80	1021	1020	1019	10	10	7	10	5	-	0.00	Snow
26	-2	-6	-10	-5	-8	-11	100	83	69	1021	1021	1020	10	10	10	14	8	-	0.00	 
27	-3	-7	-10	-6	-8	-11	93	85	74	1024	1022	1021	10	10	10	13	6	-	0.00	 
28	-4	-6	-6	-6	-6	-7	100	90	86	1025	1025	1024	7	4	2	11	5	-	0.00	Snow
29	-3	-6	-7	-5	-7	-8	93	84	74	1025	1025	1024	10	7	4	32	16	-	0.00	Snow
30	-3	-7	-9	-8	-11	-13	86	70	58	1025	1024	1024	9	8	6	26	21	-	0.00	 
31	-6	-9	-11	-11	-12	-14	85	73	63	1024	1022	1021	10	10	10	34	24	-	0.00	 
2012	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Feb	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-7	-11	-14	-13	-16	-18	79	65	49	1025	1024	1023	-	-	-	24	18	-	0.00	 
2	-10	-13	-17	-19	-20	-21	78	60	45	1027	1026	1025	-	-	-	23	16	-	0.00	 
3	-9	-16	-22	-18	-19	-24	85	68	49	1030	1028	1027	10	10	10	14	6	-	0.00	 
4	-10	-16	-22	-17	-19	-24	92	75	57	1032	1031	1030	10	10	10	13	5	-	0.00	 
5	-11	-17	-22	-16	-19	-24	85	75	57	1031	1029	1029	10	10	9	16	6	-	0.00	Snow
6	-11	-17	-22	-18	-21	-24	85	67	38	1029	1028	1027	10	10	10	11	5	-	0.00	 
7	-11	-14	-18	-15	-17	-21	85	75	72	1031	1029	1027	10	8	3	14	6	-	0.00	Snow
8	-6	-10	-14	-14	-16	-18	85	67	42	1032	1031	1030	9	8	7	13	8	-	0.00	Snow
9	-7	-12	-16	-10	-13	-18	86	81	68	1030	1026	1023	10	6	1	16	6	-	0.00	Snow
10	-9	-13	-17	-14	-16	-18	92	75	62	1033	1032	1030	10	10	7	16	10	-	0.00	Snow
11	-9	-16	-22	-16	-19	-24	92	72	45	1031	1028	1027	-	-	-	16	6	-	0.00	 
12	-5	-13	-21	-15	-18	-24	85	64	39	1027	1025	1022	-	-	-	11	5	-	0.00	 
