1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
20	4	2	0	2	-1	-3	100	84	70	1018	1009	998	10	10	10	26	19	-	0.00	Rain , Snow
21	1	-1	-2	0	-2	-3	100	90	86	1030	1027	1019	10	9	2	29	21	47	0.00	Snow
22	0	-1	-2	0	-2	-3	100	96	93	1030	1028	1026	10	8	1	26	19	35	0.00	Snow
23	-1	-2	-3	-2	-3	-5	100	92	86	1027	1026	1024	10	7	2	14	10	-	0.00	 
24	-2	-3	-4	-4	-5	-6	93	88	80	1023	1020	1018	10	7	4	14	8	-	0.00	Snow
25	-2	-6	-8	-4	-6	-9	100	88	80	1031	1026	1022	10	7	5	21	8	-	0.00	 
26	-3	-7	-9	-6	-8	-10	100	90	74	1031	1030	1029	6	4	2	6	3	-	0.00	Fog
27	-7	-9	-11	-7	-9	-12	100	96	92	1028	1023	1019	4	1	0	6	3	-	0.00	Fog
28	-4	-8	-12	-5	-8	-13	93	91	86	1018	1016	1014	10	5	1	29	14	-	0.00	Snow
29	-1	-3	-4	-3	-4	-5	100	91	86	1020	1019	1015	10	6	4	21	16	-	0.00	Snow
30	-1	-4	-7	-3	-6	-8	100	86	75	1019	1015	1011	10	7	3	35	19	-	0.00	Snow
31	-1	-7	-13	-2	-9	-17	93	77	58	1024	1016	1010	10	9	3	32	24	43	0.00	Snow
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Feb	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-8	-12	-16	-14	-16	-18	85	75	58	1024	1021	1016	9	9	9	18	8	-	0.00	 
2	-6	-11	-15	-11	-14	-17	92	78	58	1016	1009	1005	9	8	7	21	10	-	0.00	 
3	-1	-4	-8	-6	-8	-11	93	78	64	1014	1007	1003	10	10	6	43	32	50	0.00	Snow
4	0	-4	-9	-6	-8	-10	93	79	60	1016	1015	1014	10	8	7	26	14	-	0.00	 
5	2	-4	-11	-5	-8	-12	93	77	52	1020	1018	1016	9	7	6	18	8	-	0.00	 
6	3	-1	-4	0	-2	-6	87	81	70	1024	1022	1020	10	10	6	21	14	-	0.00	 
7	6	1	-4	-1	-3	-5	100	77	57	1024	1020	1017	10	9	5	29	13	-	0.00	 
8	4	1	-1	0	-2	-3	93	80	65	1029	1026	1020	10	10	3	32	26	-	0.00	Snow
9	5	2	-1	-1	-2	-4	93	75	60	1029	1028	1028	10	10	10	26	19	-	0.00	Rain
10	12	7	2	-1	-3	-5	70	53	38	1030	1028	1027	-	-	-	32	19	-	0.00	 
11	12	6	1	0	-1	-3	81	61	44	1030	1028	1026	-	-	-	35	21	-	0.00	 
12	11	8	6	3	1	-2	71	59	53	1027	1026	1025	10	10	10	40	29	-	0.00	 
13	11	9	8	8	6	2	87	78	66	1031	1028	1026	10	10	10	32	26	-	0.00	 
14	13	10	8	8	7	6	93	80	67	1032	1031	1030	10	9	8	29	19	-	0.00	 
15	14	10	6	8	6	3	87	76	59	1029	1028	1026	10	10	10	40	26	-	0.00	Rain
16	13	10	7	5	4	2	81	65	51	1025	1017	1011	10	10	10	47	29	64	0.00	 
17	9	4	-1	5	1	-4	93	79	56	1035	1025	1014	10	10	10	47	32	68	0.00	Rain , Snow
18	10	4	-2	3	0	-3	93	80	58	1035	1034	1031	10	10	10	26	16	-	0.00	 
19	13	7	1	3	1	-1	93	70	44	1030	1026	1023	10	10	10	32	16	-	0.00	 
20	11	6	1	2	1	-2	93	74	54	1029	1027	1023	10	8	5	14	10	-	0.00	 
21	13	4	-3	4	1	-3	100	79	51	1023	1020	1018	9	5	2	21	10	-	0.00	 
22	10	5	0	5	3	-1	100	86	66	1022	1019	1018	8	4	2	11	5	-	0.00	Rain
23	10	6	2	6	4	1	100	89	66	1031	1027	1022	10	6	1	18	8	-	0.00	Rain
24	7	3	1	6	3	0	100	93	87	1031	1030	1029	10	8	5	32	19	-	0.00	Rain
25	9	7	5	7	6	5	100	93	87	1035	1033	1031	10	9	3	18	11	-	0.00	Rain
26	10	8	6	8	7	6	100	90	82	1034	1031	1027	10	9	4	18	10	-	0.00	 
27	10	7	4	6	5	3	93	84	71	1027	1020	1013	10	10	8	43	24	58	0.00	 
28	10	5	0	3	1	-1	93	76	54	1013	1008	1004	10	10	2	58	34	76	0.00	Rain , Snow
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Mar	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	4	1	-1	-1	-3	-4	87	74	56	1016	1013	1012	10	10	10	32	21	47	0.00	Snow
2	7	3	-1	2	1	-3	100	78	66	1017	1016	1014	10	10	4	47	26	68	0.00	Rain , Snow
3	12	9	6	4	2	1	76	65	51	1018	1013	1008	10	10	10	58	32	76	0.00	Rain
4	19	14	11	6	3	2	71	47	35	1010	1006	1000	10	10	10	55	40	79	0.00	 
5	16	9	2	7	2	-3	93	68	42	1018	1008	1000	10	10	8	61	42	84	0.00	Rain , Snow
6	6	3	0	3	1	-2	93	87	76	1020	1016	1012	10	10	4	43	29	55	0.00	Rain , Snow
7	11	8	5	6	5	4	93	81	66	1011	1007	1003	10	10	10	50	34	76	0.00	Rain
8	9	4	1	5	3	0	93	81	71	1004	1002	1000	10	10	10	35	26	50	0.00	Rain , Snow
9	1	-2	-4	0	-6	-9	100	76	48	1024	1016	1005	10	10	8	35	26	55	0.00	Snow
10	1	-2	-4	-4	-6	-6	93	80	60	1027	1025	1024	10	9	1	32	16	-	0.00	Snow
11	1	-3	-6	-6	-9	-12	86	63	38	1025	1018	1015	10	10	10	26	14	-	0.00	 
12	3	-3	-8	-2	-8	-12	87	62	36	1018	1016	1015	10	10	10	21	13	-	0.00	Snow
13	4	1	-2	-2	-6	-9	93	63	44	1023	1021	1018	10	10	10	40	21	58	0.00	Snow
14	5	3	2	3	0	-3	93	79	70	1020	1017	1015	10	10	10	43	32	61	0.00	Rain , Snow
15	2	1	0	1	-1	-2	100	87	75	1022	1021	1021	10	9	4	21	13	-	0.00	Rain , Snow
16	8	3	-1	6	3	-1	100	93	66	1025	1023	1021	10	7	0	26	8	-	0.00	Fog , Rain
17	8	7	6	6	6	5	93	90	81	1027	1023	1021	10	10	10	29	21	-	0.00	Rain
18	9	7	6	6	4	3	100	86	66	1030	1028	1027	10	10	8	26	16	-	0.00	Rain
19	6	3	0	3	-2	-6	93	73	52	1033	1031	1028	10	10	10	47	24	68	0.00	Rain , Snow
20	3	0	-2	0	-3	-5	100	77	56	1030	1024	1022	10	9	0	43	27	61	0.00	Snow
21	4	-1	-5	-2	-4	-8	100	79	45	1028	1026	1024	10	9	3	29	14	-	0.00	Snow
22	3	-1	-5	-3	-6	-7	100	76	52	1030	1029	1027	10	10	8	21	13	-	0.00	Snow
23	3	-1	-5	-5	-6	-8	93	69	48	1030	1030	1029	10	10	10	32	18	47	0.00	 
24	4	-1	-6	-5	-8	-11	86	59	33	1031	1030	1029	10	10	10	29	13	-	0.00	 
25	6	0	-5	-6	-8	-10	80	56	36	1032	1031	1029	10	10	10	14	6	-	0.00	 
26	7	1	-4	-5	-6	-7	80	57	39	1029	1025	1021	-	-	-	18	11	-	0.00	 
27	10	4	-2	5	-2	-6	87	65	40	1021	1019	1018	10	10	10	21	13	-	0.00	Rain
28	13	9	6	7	6	4	93	79	62	1021	1020	1019	10	9	6	18	14	-	0.00	 
29	15	10	5	6	3	-2	100	69	39	1019	1018	1016	10	7	0	18	10	-	0.00	Fog
30	16	8	0	3	1	-2	87	61	42	1019	1018	1017	10	10	10	18	13	-	0.00	 
31	19	10	1	4	2	-2	81	57	35	1019	1017	1014	-	-	-	14	10	-	0.00	 
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Apr	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	18	11	5	9	6	2	82	67	52	1014	1012	1009	10	10	10	21	8	-	0.00	Rain
2	16	12	8	9	7	5	100	76	52	1010	1007	1005	10	9	6	29	18	-	0.00	Rain
3	14	10	6	10	7	5	93	79	59	1005	1004	1001	10	10	10	32	16	-	0.00	Rain
4	15	11	8	8	5	3	76	68	55	1007	1002	997	10	10	10	43	18	55	0.00	Rain
5	14	9	5	5	3	2	81	67	51	1009	1008	1007	10	10	10	29	18	-	0.00	 
6	14	10	6	5	3	2	81	64	44	1010	1008	1007	10	10	10	26	14	35	0.00	 
7	15	9	3	6	3	1	93	66	39	1009	1004	998	10	10	10	29	13	-	0.00	Rain
8	12	8	4	4	2	0	81	63	44	1003	1000	998	10	10	10	50	32	76	0.00	 
9	14	7	1	3	1	0	100	68	38	1003	1001	999	10	10	10	18	11	26	0.00	 
10	13	7	1	5	3	0	93	70	51	1001	998	994	10	10	10	26	14	-	0.00	 
11	13	8	4	5	2	0	93	68	41	999	996	992	10	10	10	40	21	55	0.00	Rain
12	11	6	2	3	2	0	93	75	54	999	995	993	10	10	10	35	14	55	0.00	Rain
13	9	6	3	2	-2	-6	87	59	37	1003	1001	999	10	10	10	26	19	40	0.00	 
14	9	4	0	2	-2	-4	93	68	46	1010	1007	1003	10	10	10	26	8	-	0.00	Rain
15	12	4	-2	2	0	-2	100	74	44	1010	1006	998	10	5	0	29	14	-	0.00	Fog
16	11	7	4	3	0	-3	81	61	41	999	997	994	10	10	10	29	14	-	0.00	Rain
17	12	6	1	5	2	-3	87	67	54	997	993	992	10	10	10	18	6	-	0.00	Rain
18	12	8	4	6	4	2	100	82	54	1002	996	994	10	9	2	26	8	-	0.00	Rain
19	10	6	2	6	3	1	93	80	58	1012	1006	1002	10	10	10	29	16	40	0.00	Rain
20	14	7	1	4	2	1	100	71	41	1016	1015	1013	10	10	7	21	14	-	0.00	 
21	13	8	4	8	4	1	87	73	58	1020	1017	1016	10	10	10	29	13	-	0.00	Rain
22	14	8	2	5	3	1	93	68	44	1021	1020	1019	10	10	10	18	6	29	0.00	 
23	19	10	2	7	4	2	100	65	37	1020	1017	1015	10	7	3	26	14	-	0.00	 
24	17	11	5	10	6	3	87	66	51	1019	1016	1015	10	10	10	21	11	-	0.00	Rain
25	18	13	8	7	6	4	82	62	45	1020	1019	1016	10	10	10	14	11	-	0.00	 
26	22	16	11	8	7	6	76	58	38	1016	1011	1007	-	-	-	18	13	-	0.00	 
27	23	17	10	10	9	8	87	62	41	1006	1002	999	-	-	-	29	18	43	0.00	 
28	18	14	11	10	8	6	88	67	49	1007	1005	1001	10	10	10	26	16	-	0.00	 
29	20	16	11	9	8	7	82	63	43	1008	1006	1006	10	10	10	29	18	47	0.00	 
30	19	14	9	9	8	6	88	66	48	1009	1008	1007	10	10	10	29	18	-	0.00	 
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
May	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	21	13	7	10	8	5	100	68	35	1009	1008	1006	10	9	5	26	14	-	0.00	Thunderstorm
2	16	12	9	10	9	7	94	79	63	1007	1006	1005	10	10	10	21	13	-	0.00	Rain
3	16	13	11	11	10	9	94	86	68	1009	1008	1007	10	9	4	18	13	-	0.00	Rain
4	12	9	7	10	6	2	94	77	58	1008	1006	1005	10	9	5	35	14	58	0.00	Rain
5	12	9	6	5	3	0	81	67	54	1009	1008	1007	10	10	10	32	18	55	0.00	Rain
6	14	10	7	8	5	3	82	70	55	1014	1010	1008	10	10	10	35	21	55	0.00	Rain
7	17	12	8	8	6	5	87	68	48	1023	1019	1014	10	10	10	29	19	35	0.00	 
8	25	16	7	9	7	4	81	55	26	1027	1025	1024	10	10	10	14	8	-	0.00	 
9	26	18	11	10	9	7	77	53	32	1026	1025	1023	-	-	-	21	11	-	0.00	 
10	25	18	11	11	9	7	82	54	36	1025	1023	1020	-	-	-	21	11	-	0.00	 
11	28	18	9	11	9	7	87	54	30	1021	1018	1016	-	-	-	18	10	35	0.00	 
12	27	19	11	12	9	6	82	52	26	1021	1019	1017	-	-	-	14	8	-	0.00	 
13	22	17	11	14	10	3	77	62	45	1025	1023	1021	10	10	8	26	10	-	0.00	 
14	20	12	5	5	3	1	76	51	30	1026	1025	1022	-	-	-	21	11	-	0.00	 
15	17	11	6	5	4	2	81	61	39	1023	1022	1020	10	10	10	40	13	-	0.00	Rain
16	17	10	3	6	4	1	87	63	42	1022	1020	1019	10	10	10	32	13	47	0.00	 
17	16	10	4	7	4	2	93	65	48	1023	1021	1020	10	10	10	26	11	-	0.00	Rain
18	19	13	8	9	6	5	82	66	43	1025	1024	1023	10	10	10	21	10	-	0.00	Rain
19	22	16	9	9	7	4	82	55	35	1024	1022	1020	10	10	10	26	14	43	0.00	 
20	19	13	8	10	7	4	82	63	49	1020	1019	1018	10	10	10	26	13	40	0.00	 
21	16	11	5	11	7	4	94	82	55	1018	1015	1013	10	9	5	29	10	-	0.00	Rain , Thunderstorm
22	12	8	5	5	2	0	93	69	44	1018	1016	1013	10	10	10	35	21	58	0.00	Rain
23	11	7	4	4	2	1	93	69	54	1018	1017	1016	10	10	10	29	14	35	0.00	Rain
24	14	10	6	8	5	2	93	71	47	1016	1012	1011	10	10	10	21	13	-	0.00	Rain
25	17	12	8	9	7	6	94	74	48	1011	1009	1007	10	10	8	26	13	-	0.00	Rain
26	18	12	7	11	9	6	100	79	52	1009	1008	1007	10	9	2	32	11	21	0.00	Rain
27	23	16	9	11	9	8	94	69	41	1011	1010	1009	10	10	10	14	10	-	0.00	 
28	26	18	10	13	10	8	88	59	34	1011	1010	1008	-	-	-	18	11	40	0.00	 
29	28	20	13	12	11	9	82	54	32	1011	1010	1009	-	-	-	21	11	-	0.00	 
30	24	18	13	14	13	11	94	76	44	1013	1012	1011	10	10	8	18	11	-	0.00	Rain , Thunderstorm
31	21	16	12	15	13	12	100	85	68	1013	1012	1010	10	9	2	14	6	-	0.00	Fog , Rain , Thunderstorm
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jun	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	18	14	10	13	11	9	100	80	63	1016	1013	1010	10	9	1	32	14	-	0.00	Fog , Rain
2	24	16	8	10	8	7	94	63	36	1016	1015	1013	10	10	10	14	8	-	0.00	 
3	24	19	14	15	12	10	88	67	47	1019	1016	1013	10	10	10	26	11	-	0.00	Rain
4	27	20	14	14	11	8	88	61	34	1021	1020	1018	10	10	10	14	10	32	0.00	 
5	29	21	13	14	11	8	72	53	35	1021	1020	1018	-	-	-	18	8	-	0.00	 
6	33	24	16	17	15	13	82	55	34	1018	1015	1012	-	-	-	18	11	-	0.00	 
7	31	23	16	18	17	13	94	70	38	1013	1010	1008	10	9	2	43	8	68	0.00	Rain , Hail , Thunderstorm
8	17	14	13	16	13	11	94	86	68	1021	1018	1013	10	10	8	21	16	-	0.00	Rain
9	25	18	11	13	11	8	94	67	34	1020	1017	1013	10	10	10	11	8	-	0.00	 
10	25	19	13	15	12	10	88	68	41	1013	1009	1006	10	10	10	26	11	-	0.00	Rain
11	17	14	13	13	12	10	100	87	63	1008	1005	1004	10	10	8	14	10	-	0.00	Rain
12	16	13	12	12	11	10	100	84	68	1009	1006	1004	10	9	3	18	11	-	0.00	Rain
13	12	9	7	10	6	4	94	77	58	1018	1016	1010	10	10	10	32	23	47	0.00	Rain
14	16	12	8	8	7	5	93	70	55	1017	1015	1013	10	10	10	11	5	-	0.00	 
15	18	13	9	12	9	7	94	75	52	1013	1012	1011	10	10	6	26	10	43	0.00	Rain , Thunderstorm
16	19	14	11	12	9	8	88	73	55	1018	1014	1012	10	10	10	32	21	55	0.00	Rain , Thunderstorm
17	16	13	10	11	8	7	88	75	59	1024	1021	1018	10	10	10	29	18	47	0.00	Rain , Thunderstorm
18	17	12	8	11	8	7	100	79	55	1025	1024	1024	10	10	9	21	11	-	0.00	Rain
19	18	14	11	14	12	9	94	80	63	1025	1024	1023	10	10	10	14	8	-	0.00	Rain
20	23	19	14	15	13	11	88	73	53	1025	1024	1023	10	10	10	21	11	-	0.00	 
21	27	20	13	17	14	11	88	70	48	1024	1022	1018	10	10	10	14	10	-	0.00	 
22	24	20	15	19	15	10	94	77	57	1020	1017	1015	10	9	3	32	13	50	0.00	Rain , Thunderstorm
23	19	16	13	12	11	9	94	71	56	1021	1019	1017	10	10	10	21	11	-	0.00	Rain
24	18	16	13	14	13	12	94	85	72	1018	1016	1015	10	9	3	18	10	-	0.00	Rain
25	24	19	15	16	14	13	88	77	57	1016	1014	1013	10	10	10	14	8	-	0.00	 
26	23	18	14	17	16	13	94	81	69	1017	1016	1014	10	9	4	14	10	-	0.00	Rain , Thunderstorm
27	25	21	17	18	17	16	100	81	61	1017	1014	1013	10	8	0	14	8	-	0.00	Fog , Rain , Thunderstorm
28	23	18	14	17	14	10	94	76	53	1019	1015	1012	10	10	10	43	18	72	0.00	Rain , Thunderstorm
29	22	17	13	12	11	9	88	63	43	1020	1019	1018	10	10	10	21	14	-	0.00	 
30	24	18	13	14	12	10	88	64	41	1018	1014	1011	10	10	10	21	10	-	0.00	Rain
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jul	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	22	17	13	13	12	11	94	77	57	1013	1012	1010	10	10	10	29	10	47	0.00	 
2	18	14	11	13	10	9	94	74	56	1016	1013	1010	10	10	10	18	10	35	0.00	 
3	21	16	10	12	10	8	94	70	49	1015	1014	1013	10	10	10	14	8	-	0.00	 
4	17	13	11	11	9	8	94	78	59	1018	1017	1015	10	10	10	29	14	43	0.00	Rain
5	15	13	12	12	11	10	94	87	77	1017	1014	1012	10	9	5	26	14	-	0.00	Rain
6	18	16	13	13	12	11	94	83	68	1012	1010	1009	10	10	6	35	21	40	0.00	Rain
7	13	11	9	12	11	8	100	93	88	1009	1007	1005	10	9	3	18	10	-	0.00	Rain
8	13	10	8	9	7	6	94	82	63	1009	1007	1006	10	10	10	32	16	50	0.00	Rain
9	18	13	9	12	9	7	94	79	59	1012	1011	1010	10	10	10	26	16	40	0.00	Rain
10	20	16	12	13	12	11	94	78	56	1013	1012	1011	10	10	10	26	18	-	0.00	Rain
11	20	17	13	13	12	11	94	79	56	1013	1010	1009	10	10	10	40	18	72	0.00	Rain
12	18	14	12	14	12	11	94	86	77	1012	1010	1009	10	10	10	32	21	55	0.00	Rain
13	27	21	15	15	13	11	94	73	39	1011	1009	1006	10	10	10	32	18	50	0.00	Rain
14	19	14	10	14	9	6	94	68	43	1013	1011	1007	10	10	10	29	19	-	0.00	Rain
15	19	13	8	10	8	6	88	71	52	1016	1015	1013	10	10	10	21	13	-	0.00	Rain
16	19	14	9	12	10	8	100	77	56	1016	1015	1013	10	10	10	18	10	-	0.00	Rain
17	21	16	11	14	11	9	94	76	56	1016	1015	1014	10	10	8	14	6	-	0.00	Rain
18	23	18	14	14	13	12	100	77	50	1015	1014	1014	10	10	10	35	18	55	0.00	Rain
19	25	19	14	14	12	10	94	65	41	1018	1017	1016	10	10	10	21	11	29	0.00	Rain
20	32	22	13	17	14	11	88	63	36	1018	1017	1015	-	-	-	14	6	-	0.00	 
21	35	27	19	20	17	15	83	61	34	1015	1013	1011	10	10	10	29	11	-	0.00	Rain , Thunderstorm
22	23	20	17	18	17	15	94	80	61	1021	1019	1014	10	10	10	40	16	61	0.00	Rain , Thunderstorm
23	30	23	16	19	17	15	100	74	43	1019	1017	1015	10	7	2	29	5	55	0.00	Thunderstorm
24	24	20	16	16	14	13	94	75	53	1020	1019	1017	10	10	10	14	8	-	0.00	Rain , Thunderstorm
25	23	18	14	16	15	13	94	81	61	1021	1019	1018	10	9	5	18	8	-	0.00	Rain , Thunderstorm
26	23	18	13	15	14	12	94	75	57	1021	1018	1016	10	10	10	14	8	-	0.00	 
27	25	19	14	18	16	13	94	78	65	1016	1012	1010	10	9	4	14	8	-	0.00	Rain
28	21	18	15	16	14	13	94	81	64	1011	1010	1009	10	10	10	21	13	-	0.00	Rain
29	20	17	13	14	13	11	94	80	56	1011	1010	1009	10	10	10	29	18	-	0.00	Rain
30	23	19	15	16	14	13	94	78	60	1012	1010	1009	10	10	10	35	19	-	0.00	Rain
31	24	18	13	14	11	8	94	66	36	1018	1015	1012	10	10	10	26	16	-	0.00	 
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Aug	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	25	18	11	14	11	8	94	61	39	1020	1017	1014	10	10	10	21	11	-	0.00	 
2	27	21	16	17	16	14	94	72	48	1019	1017	1015	10	10	10	29	13	-	0.00	Rain , Thunderstorm
3	19	17	14	15	14	13	94	82	77	1024	1021	1016	10	10	10	35	16	55	0.00	Rain
4	27	19	12	15	13	11	100	69	37	1024	1022	1021	10	9	3	21	11	29	0.00	 
5	22	18	13	14	11	8	88	64	41	1027	1026	1024	10	10	10	26	13	47	0.00	 
6	25	18	11	11	10	9	88	65	36	1028	1026	1024	10	10	10	14	10	32	0.00	 
7	28	20	12	13	11	9	82	56	32	1025	1023	1021	-	-	-	18	13	-	0.00	 
8	31	22	14	15	13	11	88	57	31	1022	1020	1017	-	-	-	14	8	-	0.00	 
9	25	21	17	15	12	7	73	57	36	1022	1019	1016	10	10	10	26	16	32	0.00	 
10	26	18	10	9	7	6	82	50	30	1023	1022	1021	-	-	-	14	10	29	0.00	 
11	33	21	10	15	11	6	82	50	29	1022	1020	1017	-	-	-	21	8	-	0.00	 
12	35	26	17	17	14	13	83	52	26	1018	1016	1013	10	10	10	26	10	29	0.00	Rain , Thunderstorm
13	20	17	14	16	15	13	94	89	73	1016	1014	1012	10	7	0	21	10	-	0.00	Fog , Rain , Thunderstorm
14	21	16	11	14	11	8	100	73	46	1017	1016	1015	10	7	1	14	11	35	0.00	 
15	25	17	9	12	9	8	93	62	39	1019	1018	1017	-	-	-	14	8	-	0.00	 
16	29	20	12	16	13	10	88	63	37	1020	1019	1018	-	-	-	21	6	-	0.00	 
17	28	20	13	16	14	12	94	72	37	1020	1019	1016	10	7	6	14	6	-	0.00	 
18	29	21	14	14	11	7	88	55	25	1016	1015	1014	-	-	-	14	10	29	0.00	 
19	22	18	14	13	12	9	88	67	53	1020	1018	1016	10	10	10	18	10	-	0.00	 
20	26	18	10	14	11	8	88	62	39	1020	1017	1013	10	10	10	14	5	-	0.00	 
21	24	19	14	14	11	10	88	69	41	1012	1008	1004	10	10	10	43	21	58	0.00	Rain
22	17	14	12	12	9	6	94	74	48	1008	1007	1003	10	10	10	40	29	61	0.00	Rain
23	17	13	9	9	7	5	94	69	48	1015	1013	1007	10	10	10	35	19	50	0.00	Rain
24	20	16	12	12	9	7	82	70	52	1014	1007	1003	10	10	10	43	24	72	0.00	Rain
25	16	11	7	9	6	4	93	68	48	1019	1017	1012	10	10	10	32	21	47	0.00	Rain
26	18	13	9	11	7	5	88	64	45	1019	1014	1007	10	10	10	32	18	-	0.00	Rain
27	15	12	8	11	7	4	88	71	48	1015	1013	1008	10	10	10	32	23	55	0.00	Rain
28	14	10	6	7	6	4	87	72	55	1017	1016	1015	10	10	10	29	19	47	0.00	Rain
29	16	12	9	8	7	6	87	73	55	1019	1017	1016	10	10	10	26	18	-	0.00	Rain
30	18	12	6	8	7	5	93	71	42	1020	1019	1018	10	10	10	18	11	-	0.00	 
31	16	12	9	10	7	5	93	75	59	1019	1017	1017	10	10	10	18	10	-	0.00	Rain
1998	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Sep	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	19	12	6	9	7	5	94	69	42	1021	1020	1019	10	10	10	11	8	-	0.00	 
2	21	14	8	10	7	6	87	62	40	1022	1021	1019	-	-	-	18	6	-	0.00	 
3	18	16	13	12	11	9	94	75	67	1019	1018	1017	10	10	5	21	13	-	0.00	Rain
4	20	16	12	15	13	12	100	88	73	1017	1015	1013	10	7	2	26	10	-	0.00	Rain
5	17	14	12	14	12	11	100	85	72	1013	1009	1007	10	9	2	29	16	-	0.00	Rain
6	18	14	12	13	12	11	100	89	68	1011	1010	1009	10	10	10	21	14	-	0.00	Rain
7	19	14	11	13	12	11	100	83	60	1012	1011	1010	10	10	8	14	11	-	0.00	 
8	19	16	12	15	13	11	100	90	73	1015	1012	1010	10	10	8	14	10	-	0.00	Rain
9	24	18	12	15	13	11	100	79	53	1015	1014	1011	10	9	5	21	14	-	0.00	 
10	28	21	14	17	15	13	94	73	45	1012	1011	1010	10	10	10	21	13	-	0.00	Rain
11	17	16	13	15	14	13	100	90	88	1012	1009	1003	10	10	8	21	11	-	0.00	Rain
12	15	13	11	13	12	10	100	96	82	1003	995	992	10	6	1	29	10	-	0.00	Fog , Rain
