11444,5794,13631,1248,707,220,877,846,1645,-3908,14615,829,4611
10364,6591,13499,-201,250,276,866,862,1642,3632,14575,-5624,4842
9787,6715,11816,183,255,196,866,862,1642,3632,14575,-5624,4842
8674,6924,12909,-1633,-301,174,879,799,1667,11094,14630,9849,4390
9254,5242,11330,-569,-492,-36,879,799,1667,11094,14630,9849,4390
10279,4262,11359,-2035,-903,-389,912,722,1685,11094,14630,9849,4390
8379,2465,9550,-1277,-1129,260,912,722,1685,-3197,14717,23254,4186
6934,3543,8894,-3057,-2091,243,1000,595,1684,22983,14767,-14821,3782
1993,3266,7822,-1533,-2502,1343,1000,595,1684,22983,14767,-14821,3782
-675,5091,8289,-1718,-2876,2095,1168,448,1621,27348,14566,27718,3436
1618,541,7860,-2363,-3486,1317,1168,448,1621,27348,14566,27718,3436
-990,-1159,6764,-4608,-5407,-223,1352,286,1510,21123,14358,21847,3157
376,-818,5594,-6712,-5548,-459,1352,286,1510,21123,14358,21847,3157
2468,579,4376,-5470,-10272,-904,1660,58,1197,15178,14025,-1222,2299
-1061,-2364,6257,-5149,-10514,35,1660,58,1197,15178,14025,-1222,2299
11110,28289,-15216,-7069,-15468,2246,1981,-165,492,-27940,12517,14113,1591
1981,-3394,11981,-3072,-13431,979,1981,-165,492,-27940,12517,14113,1591
3482,7677,-1032,7388,15430,-5119,2031,-60,253,2628,12000,28546,1903
3277,-1363,8455,4547,10874,2868,2031,-60,253,2628,12000,28546,1903
3156,-1327,1969,4547,10874,2868,2031,-60,253,2628,12000,28546,1903
6042,7978,-38,8950,-2574,-2949,1829,46,918,-23308,12887,8363,3360
6461,82,2168,-929,439,-4383,1829,46,918,-23308,12887,8363,3360
6578,-3285,891,816,2522,-5292,1742,331,1023,-9425,13436,-11559,4050
4975,-283,257,4079,2217,-6524,1742,331,1023,-9425,13436,-11559,4050
6347,-761,-888,7286,6450,-3529,1491,835,1128,-88,13706,-11964,5841
6159,-1169,-2075,6115,5583,-1736,1491,835,1128,-88,13706,-11964,5841
5665,-3397,-2666,6115,5583,-1736,1491,835,1128,-88,13706,-11964,5841
5138,-2122,-1349,2111,1762,-4703,1000,1349,1171,-17764,13722,-10013,7384
3949,-2956,-1600,2111,1762,-4703,1000,1349,1171,-17764,13722,-10013,7384
3598,-2612,-1247,9778,-418,-4775,330,1977,418,-26286,12257,-31002,10374
3612,-1787,174,9830,-667,-5613,330,1977,418,-26286,12257,-31002,10374
3864,-1458,-4538,-414,-1164,-8376,-583,1911,-445,-2630,10246,-7569,12258
3223,-390,-991,-157,-2008,-6294,-583,1911,-445,-2630,10246,-7569,12258
3118,-620,-700,6804,-3773,-4565,-1259,1302,-954,-28442,7752,4788,13074
3163,-509,-1020,7284,-3291,-4114,-1259,1302,-954,-28442,7752,4788,13074
3117,-267,-1024,7545,-3826,-3809,-1511,888,-1057,-5252,6184,5305,13332
3337,-267,-1303,7628,-3674,-3644,-1511,888,-1057,-5252,6184,5305,13332
3194,-67,-1033,6901,-3888,-3082,-1711,466,-1024,-11329,4557,21612,13396
3781,119,-1137,6830,-3447,-2772,-1711,466,-1024,-11329,4557,21612,13396
3742,353,-1263,7104,-3166,-1959,-1834,110,-903,-10694,3002,-14237,13256
4019,928,-759,7387,-3010,-1441,-1834,110,-903,-10694,3002,-14237,13256
3950,518,-1491,7387,-3010,-1441,-1834,110,-903,-10694,3002,-14237,13256
3922,775,-1371,9257,-4965,1444,-2036,-214,35,26220,-1633,9091,11299
4051,464,-1132,9040,-4461,1756,-2036,-214,35,26220,-1633,9091,11299
3650,210,-952,9040,-4461,1756,-2036,-214,35,26220,-1633,9091,11299
3707,645,-1080,9279,-2884,2603,-1959,315,504,-26116,-4115,5879,8726
