1675,-1286,19204,1945,1999,-196,742,-530,1833,-23662,-14318,-8767,3293
7973,-88,16123,1421,-766,110,717,-424,1870,27650,-14410,3238,2828
5079,550,12849,-155,-2365,513,758,-420,1855,27650,-14410,3238,2828
-695,-8888,-623,-155,-2365,513,758,-420,1855,27650,-14410,3238,2828
-2714,-2697,1332,-606,6028,-3805,1928,163,670,27380,-9737,-6369,6119
5314,-3509,67,92,-4445,1125,1928,163,670,27380,-9737,-6369,6119
2939,-1811,-266,-7523,-10703,1384,2038,1,193,22617,-8719,-17190,7612
-467,-3350,-2535,-7680,1373,-463,2038,1,193,22617,-8719,-17190,7612
1914,-2648,-712,-6402,-3416,304,1996,-246,-384,13726,-5416,-12521,11471
2776,-2529,-187,-6181,-4127,440,1924,-181,-675,-5362,-4059,-31105,12678
4004,-2156,-457,-6298,-5169,801,1808,-46,-959,-17849,-2465,-27874,13459
5109,-1314,444,-5613,-6737,1390,1565,76,-1318,31525,-1062,-21559,14507
5705,-1108,339,-7355,-6667,49,1282,373,-1552,-20108,820,14446,15160
6023,-1517,88,-7427,-6927,-469,1168,499,-1605,-20108,820,14446,15160
6257,-1688,562,-7427,-6927,-469,469,1318,-1495,23811,5449,-15557,15299
6287,-1755,216,-7885,-9285,-6106,-699,1856,-507,23816,9800,10790,12842
5813,-1560,487,-7204,-9011,-6013,-852,1839,-287,23816,9800,10790,12842
2407,-1924,-239,-7204,-9011,-6013,-1256,1139,1147,17996,11881,-29150,7566
1916,-923,-417,-2527,-1876,-2548,-1279,1059,1197,-20042,11876,-32289,7297
2037,-265,-751,-2892,-222,-1963,-1291,938,1282,-20042,11876,-32289,7297
4747,3067,-1393,-2845,-2277,-690,-1291,938,1282,-20042,11876,-32289,7297
5656,3071,-641,-2845,-2277,-690,-1155,-1220,-1170,-8580,6115,5067,-2797
5331,2099,-176,-7958,7970,-2641,-671,-934,-1693,-17101,3591,-25062,-3426
3934,1237,601,-7958,7970,-2641,-121,-490,-1984,-13071,946,1659,-4090
3768,337,1265,-8432,8196,-979,415,63,-2004,-12646,-1685,-26997,-3946
3042,-302,1700,-8979,7664,70,903,590,-1740,-4694,-4203,-29150,-3442
3192,-633,2811,-8855,7782,1722,1327,936,-1247,15354,-6529,29774,-2444
3589,-835,3130,-8988,6561,3372,1445,997,-1053,3924,-7211,-3100,-1805
-1136,13609,6425,-8417,6815,3987,1221,-878,1389,32115,-14032,-18224,5560
13438,57,3606,15153,7677,3776,1145,-584,1593,-28451,-14576,22514,3927
3131,-4509,12560,15153,7677,3776,1183,-602,1559,390,-14433,32055,4221
3542,-241,18223,1247,2231,-136,1183,-602,1559,214,-14663,-26636,3479
10805,5137,18738,4883,5669,-38,981,-437,1743,12700,-14815,-20833,3246
5145,3705,20453,4883,5669,-38,852,-329,1832,5162,-15026,21125,2386
