18356,-3643,15854,-360,732,304,1988,448,-200,30660,9110,-18896,-4426
9382,-1305,4459,-360,732,304,1988,448,-200,30660,9110,-18896,-4426
8990,-914,6491,-468,-4328,-1535,1911,598,-425,32376,8250,-31192,-4218
690,938,6447,-804,-3491,-2735,1911,598,-425,32376,8250,-31192,-4218
1396,1776,10691,4908,-3929,1051,1828,655,-647,3199,7535,-21924,-4182
379,-2198,5908,4908,-3929,1051,1828,655,-647,3199,7535,-21924,-4182
3635,-2238,-524,6294,-5615,515,1828,655,-647,3199,7535,-21924,-4182
6856,1332,-3698,-9589,-2079,-8086,1591,394,-1226,3199,7535,-21924,-4182
4334,373,1074,5,4364,-4133,1591,394,-1226,30826,6643,-20206,-2895
4516,-298,-2093,-4991,4242,-5376,1872,525,-641,21297,9097,-10138,-552
3505,1010,-292,-2275,3507,-3428,1872,525,-641,21297,9097,-10138,-552
3087,1504,1377,-2275,3507,-3428,1872,525,-641,21297,9097,-10138,-552
3698,1223,1275,3613,2782,-2749,1943,630,-143,-32336,11035,7431,1821
3902,1410,1406,3613,2782,-2749,1943,630,-143,-32336,11035,7431,1821
3635,2156,1198,3613,2782,-2749,1943,630,-143,-32336,11035,7431,1821
2828,1838,1323,6671,-2411,-2408,-145,60,-2041,-32336,11035,7431,1821
2821,1784,1485,8016,-1320,-1029,-302,-897,-1815,13426,-3866,-14657,15558
3029,785,970,7516,-1455,-793,-302,-897,-1815,13426,-3866,-14657,15558
3688,1157,-564,6841,-1289,77,-397,-1495,-1341,-4669,-8419,-16637,13759
3385,1422,-352,7621,134,1862,-485,-1811,-822,11574,-8957,-10142,13528
2845,1178,-205,7621,134,1862,-485,-1811,-822,11574,-8957,-10142,13528
2737,1117,-310,7227,100,3448,-641,-1906,-382,24929,-10443,15412,12092
2815,1816,124,7195,-38,3672,-641,-1906,-382,24929,-10443,15412,12092
2968,851,-121,7195,-38,3672,-641,-1906,-382,24929,-10443,15412,12092
3161,351,95,5313,376,3579,-1066,-1702,397,-24576,-12644,-25695,9115
3306,416,241,5313,376,3579,-1066,-1702,397,-24576,-12644,-25695,9115
2996,704,759,5313,376,3579,-1066,-1702,397,-24576,-12644,-25695,9115
3673,388,183,4452,2557,4018,-1469,-1206,761,-24576,-12644,-25695,9115
3948,237,219,3575,3267,4440,-1680,-901,746,-25026,-13497,-6607,5094
4450,943,658,3424,3571,4597,-1680,-901,746,-25026,-13497,-6607,5094
4545,871,279,3424,3571,4597,-1680,-901,746,-25026,-13497,-6607,5094
4513,807,164,929,5288,4918,-2045,83,35,-25026,-13497,-6607,5094
4371,919,635,1483,5589,5076,-1982,405,-317,-12278,-10346,-16737,446
4332,907,854,1779,5790,5096,-1982,405,-317,-12278,-10346,-16737,446
4356,823,921,854,5796,4692,-1798,690,-694,2189,-8921,11456,-724
4778,1458,1046,713,6598,3696,-670,1203,-1515,-26729,-3664,26549,-2457
4335,1328,1074,896,6757,3516,-670,1203,-1515,-26729,-3664,26549,-2457
2677,649,1388,-643,7441,3016,-174,1238,-1621,-5086,-1657,15479,-2756
2635,367,1725,170,4982,2289,1398,975,-1134,-8786,5130,-23758,-3421
3118,366,1260,-146,4939,2530,1398,975,-1134,-8786,5130,-23758,-3421
2517,75,1477,-996,3874,2545,1620,870,-901,4719,6311,-11972,-3631
1947,-484,1477,-863,4406,2479,1620,870,-901,4719,6311,-11972,-3631
2347,-537,1275,-1293,4128,1584,1786,776,-633,-17233,7385,-3273,-3597
3106,-1047,-125,-1498,3990,1409,1786,776,-633,-17233,7385,-3273,-3597
2514,-602,-3362,-1498,3990,1409,1786,776,-633,-17233,7385,-3273,-3597
2644,85,-5387,-671,3681,2640,1979,518,-80,18818,9313,-22810,-3930
4007,349,-6450,192,3978,2757,1979,518,-80,18818,9313,-22810,-3930
9588,5699,15807,-872,931,152,2007,390,108,19825,10014,27619,-4245
12077,-5532,-6658,-10639,-19008,9959,2045,92,58,22918,10688,-9145,-4132
7535,-3146,1469,-7488,-5919,-3094,2045,92,58,22918,10688,-9145,-4132
7797,-3527,10592,-7488,-5919,-3094,2045,92,58,22918,10688,-9145,-4132
13997,-4446,16496,-2374,-3055,-370,2039,175,75,8329,9994,-14242,-5176
17530,-5748,16315,-614,1947,2564,2039,175,75,8329,9994,-14242,-5176
