2013	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	5	2	-1	2	-2	-3	87	77	58	1014	1009	1008	26	12	10	26	16	-	0.00	Rain
2	4	2	0	3	-1	-2	93	79	60	1028	1020	1011	26	11	10	34	21	-	0.00	 
3	6	3	0	4	1	-2	87	83	69	1030	1027	1025	31	11	7	53	31	69	0.25	Rain , Snow
4	9	7	4	7	5	3	93	86	66	1030	1026	1021	31	11	10	37	27	47	2.03	Rain
5	8	7	5	7	5	4	100	86	71	1028	1024	1021	26	9	4	34	24	55	0.76	Rain
6	7	6	4	5	4	3	100	88	78	1028	1023	1019	19	10	6	27	14	-	0.51	Rain
7	7	4	3	5	3	2	100	93	81	1028	1025	1021	14	8	5	23	11	-	0.51	Rain
8	5	3	2	4	3	1	100	95	87	1027	1023	1020	10	7	0	21	10	-	2.03	Fog , Rain
9	5	4	4	4	3	1	100	92	81	1023	1018	1011	19	10	7	27	16	-	0.76	Rain
10	3	2	1	2	1	-1	93	87	74	1012	1008	1005	31	11	9	29	23	-	0.76	Rain , Snow
11	-2	-3	-5	0	-5	-8	100	81	61	1017	1010	1005	31	9	1	27	16	-	0.00	Rain , Snow
12	-2	-4	-7	-5	-8	-10	93	81	55	1020	1016	1014	31	11	10	23	14	-	0.00	Snow
13	-3	-6	-8	-5	-7	-8	93	84	69	1020	1016	1016	19	10	10	21	10	-	0.00	Snow
14	-3	-4	-5	-4	-5	-7	100	91	81	1019	1013	1011	11	5	1	16	13	-	2.03	Rain , Snow
15	-4	-6	-8	-5	-6	-9	100	92	80	1014	1008	1006	8	5	1	14	8	-	0.00	Snow
16	-3	-4	-5	-4	-4	-5	100	93	86	1009	1006	1005	7	3	1	18	6	-	0.00	Fog , Rain , Snow
17	-3	-4	-5	-5	-6	-7	93	89	79	1013	1008	1006	10	7	3	26	18	-	0.00	Snow
18	-5	-6	-7	-6	-8	-9	93	88	75	1014	1009	1004	11	8	1	26	16	-	0.00	Snow
19	-7	-8	-8	-8	-9	-10	93	85	68	1007	1001	999	10	7	0	14	8	-	0.00	 
20	-3	-6	-8	-4	-7	-9	93	88	80	1003	998	996	9	6	5	18	11	-	0.51	Rain , Snow
21	-4	-6	-7	-4	-6	-8	100	94	86	1002	997	996	6	2	0	14	10	-	2.03	Fog , Rain , Snow
22	-7	-8	-9	-8	-9	-10	93	86	72	1009	1004	1000	6	5	3	11	6	-	0.00	Snow
23	-6	-7	-8	-7	-8	-9	93	86	73	1011	1007	1006	5	5	3	11	6	-	0.00	Snow
24	-6	-7	-7	-7	-7	-9	93	91	77	1015	1009	1007	7	3	0	14	8	-	0.00	Fog , Snow
25	-7	-12	-16	-9	-11	-18	93	86	71	1024	1017	1014	6	4	0	19	11	-	0.00	Fog , Snow
26	-9	-14	-19	-10	-15	-21	93	87	73	1022	1015	1014	6	3	0	16	5	-	0.00	Fog , Snow
27	-1	-6	-10	-1	-5	-11	100	88	75	1017	1009	1006	8	5	3	23	13	-	0.25	Snow
28	2	-1	-3	-1	-2	-4	100	90	74	1019	1012	1006	19	8	4	27	16	-	0.00	Snow
29	5	2	-1	4	1	-1	93	88	77	1019	1012	1010	31	11	10	48	26	61	1.02	Rain
30	12	8	4	9	6	2	94	86	71	1012	1008	1004	31	10	7	55	37	64	4.06	Rain
31	7	5	3	3	0	-2	87	69	50	1014	1011	1007	10	10	10	53	35	76	0.00	Rain
2013	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Feb	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	6	4	2	2	1	-1	93	81	61	1011	1004	991	26	10	10	37	24	48	1.02	Rain
2	3	1	-2	3	-1	-7	100	83	64	1006	995	987	26	10	8	37	16	-	0.00	Rain
3	2	-1	-4	-1	-4	-7	93	74	47	1014	1010	1006	31	10	2	40	18	-	0.00	Snow
4	4	1	-1	2	0	-2	100	89	82	1010	1007	1005	31	9	1	47	35	-	0.00	Rain , Snow
5	7	4	1	2	0	-2	93	80	57	1010	1002	997	31	11	10	37	23	55	0.00	Rain
6	3	-1	-4	-2	-4	-7	87	72	47	1002	999	997	10	10	10	26	13	-	0.00	Snow
7	2	-1	-3	-2	-3	-5	93	85	60	1010	1005	1001	19	9	1	19	6	-	0.25	Snow
8	2	-2	-6	-3	-4	-7	100	83	54	1013	1010	1008	26	10	2	19	10	-	0.00	Snow
9	-2	-3	-4	-4	-5	-7	93	83	62	1019	1014	1012	26	9	5	11	5	-	0.00	Snow
10	-1	-3	-6	-5	-7	-9	93	76	54	1019	1014	1011	31	10	7	19	6	-	0.00	Snow
11	-3	-6	-8	-6	-7	-9	93	77	51	1013	1008	1006	31	10	6	24	16	-	0.00	 
12	-2	-3	-3	-3	-4	-6	100	88	69	1012	1008	1005	11	5	0	26	18	-	2.03	Fog , Snow
13	-2	-2	-3	-3	-4	-5	100	89	71	1027	1019	1012	10	6	2	16	10	-	0.00	Snow
14	-2	-2	-3	-3	-4	-5	93	87	79	1028	1022	1018	8	6	4	13	8	-	0.00	 
15	1	-1	-2	-1	-2	-3	100	92	81	1021	1017	1016	8	4	2	11	5	-	0.00	Snow
16	1	-1	-2	-1	-2	-3	93	89	75	1025	1022	1020	6	4	2	11	6	-	0.25	Snow
17	1	0	-1	-1	-1	-2	100	95	81	1025	1023	1022	5	2	0	10	5	-	0.25	Fog , Rain , Snow
18	1	-1	-2	-1	-2	-4	100	90	67	1024	1020	1017	11	6	2	10	5	-	0.00	 
19	-1	-1	-2	-1	-2	-4	100	88	75	1020	1012	1008	10	6	1	32	19	-	1.02	Snow
20	-2	-4	-6	-4	-5	-7	93	87	74	1022	1016	1013	10	7	1	24	16	-	0.00	Snow
21	-4	-7	-8	-6	-7	-8	100	88	71	1022	1018	1017	10	7	2	18	10	-	0.00	Snow
22	-5	-7	-8	-6	-8	-10	93	87	74	1020	1012	1010	10	5	1	23	14	-	1.02	Snow
23	-3	-4	-6	-3	-5	-7	100	93	86	1013	1008	1005	8	3	0	23	13	-	5.08	Fog , Snow
24	2	-2	-5	0	-2	-5	100	92	77	1014	1010	1006	10	3	0	16	6	-	2.03	Fog , Rain , Snow
25	3	1	-1	3	1	0	100	97	93	1023	1017	1012	5	2	0	19	8	-	0.76	Fog , Rain
26	2	1	0	2	1	-1	100	95	87	1029	1025	1023	9	4	0	23	11	-	0.00	Fog
27	1	0	-1	0	-1	-1	100	96	91	1031	1028	1027	10	6	2	16	13	-	0.00	Fog , Rain
28	2	1	-1	1	-1	-2	100	90	73	1031	1026	1022	10	5	1	11	6	-	0.00	Fog
2013	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Mar	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	2	1	0	-1	-2	-3	93	83	66	1024	1021	1019	19	10	10	19	11	-	0.00	 
2	4	0	-5	-3	-4	-6	93	74	47	1026	1022	1019	19	12	10	19	10	-	0.00	 
3	3	-1	-4	-2	-4	-6	86	78	65	1023	1020	1018	31	12	10	21	14	-	0.00	 
4	6	0	-5	-3	-4	-6	93	71	43	1026	1023	1021	19	11	10	14	10	-	0.00	 
5	9	2	-4	-1	-3	-6	86	71	42	1021	1015	1011	19	19	19	24	11	-	0.00	 
6	10	3	-4	1	-2	-5	93	73	43	1013	1007	1003	19	9	6	14	8	-	0.00	 
7	8	4	-1	6	3	-1	100	88	74	1005	1002	1001	11	6	1	11	6	-	0.00	Fog , Rain
8	7	6	3	6	5	3	100	97	87	1004	1003	1002	7	2	0	14	6	-	0.00	Fog , Rain
9	4	3	2	4	3	2	100	99	93	1005	1003	1001	3	1	0	11	5	-	2.03	Fog , Rain
10	12	8	3	8	4	3	100	90	54	1002	998	996	19	5	0	23	6	-	0.00	Fog , Rain
11	-3	-3	-4	5	-3	-6	100	89	78	1007	1001	996	26	9	3	21	16	-	0.00	Rain , Snow
12	-3	-4	-5	-5	-6	-7	100	90	78	1007	1001	998	11	7	1	19	13	-	0.00	Snow
13	-3	-4	-6	-6	-7	-9	100	87	65	1007	1000	998	10	6	1	19	14	-	0.00	Snow
14	-2	-7	-11	-8	-9	-12	93	76	52	1011	1007	1005	26	11	6	23	13	-	0.00	Snow
15	-1	-5	-9	-5	-8	-11	86	78	59	1018	1012	1008	14	9	1	26	14	-	0.00	Snow
16	2	-4	-10	-7	-10	-12	86	65	28	1022	1017	1015	26	11	8	16	10	-	0.00	 
17	4	-1	-7	-6	-8	-10	80	62	33	1018	1010	1004	26	23	19	35	19	-	0.00	 
18	4	0	-3	0	-3	-6	100	82	48	1006	996	989	26	6	2	24	16	-	0.25	Rain , Snow
19	3	1	-2	0	-1	-2	100	89	69	1001	995	989	26	8	2	32	14	-	0.00	Rain , Snow
20	9	4	-1	3	0	-2	93	79	52	1007	1004	1001	26	11	10	26	18	-	0.76	Rain
21	3	0	-3	2	-2	-6	100	80	52	1020	1013	1008	31	12	10	32	18	-	0.00	Rain , Snow
22	-1	-2	-4	-4	-6	-7	93	78	57	1021	1018	1017	19	10	5	24	14	-	0.00	Snow
23	-1	-6	-9	-6	-11	-15	80	64	36	1023	1019	1018	31	11	6	35	23	47	0.00	Snow
24	1	-5	-11	-10	-14	-17	74	54	18	1025	1019	1016	31	31	31	37	27	-	0.00	 
25	-1	-3	-7	-9	-11	-12	68	59	31	1020	1014	1012	26	11	10	39	31	-	0.00	Snow
26	0	-3	-6	-10	-12	-16	74	50	18	1014	1010	1009	31	15	10	37	23	47	0.00	Snow
27	-3	-4	-5	-4	-7	-12	93	81	40	1014	1011	1010	31	6	2	26	16	-	0.00	Snow
28	3	-1	-4	-3	-4	-5	93	80	58	1014	1010	1007	10	8	3	24	11	-	0.00	Snow
29	5	2	-2	0	-3	-6	100	78	47	1008	1005	1004	14	7	2	39	16	-	0.00	Rain , Snow
30	5	1	-2	-3	-4	-5	86	70	39	1008	1005	1003	10	7	3	21	6	-	0.00	 
31	1	-1	-2	-3	-4	-5	93	80	55	1010	1006	1005	11	7	3	26	18	-	0.00	Snow
2013	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Apr	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	1	-1	-3	-3	-5	-7	93	76	55	1012	1008	1007	26	10	3	19	13	32	0.00	Snow
2	3	0	-3	-3	-4	-6	93	72	50	1013	1011	1009	26	10	6	24	13	-	0.00	 
3	2	0	-2	-3	-4	-5	86	75	50	1016	1013	1013	16	9	6	24	14	-	0.00	 
4	2	0	-2	-2	-3	-4	93	82	63	1015	1011	1009	10	8	5	18	11	-	0.00	 
5	2	1	-1	-1	-2	-2	93	85	67	1011	1007	1006	10	7	3	19	11	-	0.00	 
6	3	1	0	0	-1	-2	93	85	67	1020	1014	1010	14	9	3	16	13	-	0.00	Rain
7	4	2	-1	-1	-3	-6	93	77	39	1022	1019	1016	14	8	3	16	8	-	0.00	Snow
8	8	1	-6	-2	-5	-7	93	60	28	1019	1010	1005	31	12	6	29	11	-	0.00	 
9	9	6	1	4	1	-4	93	72	56	1007	1005	1003	19	10	8	19	10	-	0.00	Rain
10	12	7	2	5	4	2	100	80	57	1010	1006	1004	31	11	10	34	18	-	0.25	Rain
11	14	9	3	9	6	2	93	77	48	1011	1006	1003	31	11	10	34	16	-	0.51	Rain
12	14	10	6	10	7	3	100	80	54	1009	1004	1000	31	11	10	52	19	-	0.25	Rain
13	14	9	4	6	4	2	81	67	47	1024	1016	1009	10	10	10	42	23	55	0.00	Rain
14	17	10	2	4	3	1	93	63	28	1028	1026	1024	31	31	31	21	11	-	0.00	 
15	21	13	6	5	3	1	81	53	27	1027	1024	1021	26	26	26	24	11	-	0.00	 
16	20	13	7	9	5	1	81	55	28	1022	1021	1020	31	22	10	21	13	-	0.25	Rain
17	21	15	9	12	9	8	94	70	43	1024	1022	1021	26	12	10	14	8	-	0.00	 
