2009	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-4	-6	-7	-6	-7	-8	93	88	80	1026	1024	1022	10	7	4	21	10	-	0.00	Snow
2	-2	-6	-8	-3	-6	-9	100	90	80	1027	1024	1023	10	8	3	19	13	-	0.00	Snow
3	-4	-8	-12	-7	-10	-13	100	87	74	1027	1024	1019	10	10	10	24	10	-	0.00	 
4	-1	-3	-5	-3	-5	-8	93	85	74	1018	1014	1011	10	9	3	40	31	-	0.00	Snow
5	-1	-3	-6	-2	-4	-7	100	92	86	1020	1013	1010	10	5	2	34	26	-	0.00	Snow
6	-6	-9	-11	-8	-11	-13	93	88	79	1022	1021	1019	7	6	4	19	13	-	0.00	Snow
7	-5	-8	-10	-8	-9	-11	93	87	74	1022	1018	1015	10	7	4	24	11	-	0.00	Snow
8	-5	-9	-12	-7	-10	-13	100	91	86	1031	1029	1022	10	7	0	19	11	-	0.00	Fog
9	-9	-10	-11	-10	-11	-12	93	92	86	1031	1030	1029	3	1	0	19	6	-	0.00	Fog , Snow
10	-8	-11	-13	-9	-11	-14	93	92	85	1032	1031	1030	4	2	1	8	5	-	0.00	Fog
11	-6	-7	-8	-7	-8	-9	100	94	93	1034	1033	1031	6	4	2	10	5	-	0.00	Snow
12	-8	-11	-13	-8	-11	-14	100	93	85	1033	1030	1026	7	4	1	14	8	-	0.00	Fog , Snow
13	-6	-9	-12	-7	-10	-13	93	93	86	1025	1021	1017	7	5	0	14	10	-	0.00	Fog , Snow
14	-6	-8	-10	-7	-9	-11	100	93	93	1017	1015	1014	5	3	0	10	5	-	0.00	Fog , Snow
15	0	-3	-6	-1	-3	-6	100	92	86	1023	1020	1016	5	4	2	13	6	-	0.00	Snow
16	1	-2	-4	-1	-3	-4	100	93	81	1026	1025	1023	10	3	0	13	5	-	0.00	Fog
17	0	-3	-6	-1	-4	-6	100	97	93	1024	1021	1016	8	3	0	11	6	-	0.00	Fog , Rain , Snow
18	4	1	-1	1	-1	-2	93	83	70	1016	1008	1002	10	8	3	39	13	-	0.00	Rain , Snow
19	4	2	0	1	-1	-2	93	79	65	1008	1002	996	10	10	10	37	23	-	0.00	Rain , Snow
20	3	1	-1	2	1	-2	100	92	70	1004	999	996	10	5	0	24	11	-	0.00	Fog , Rain
21	1	0	-1	1	0	-1	100	96	87	1008	1005	1003	10	4	0	13	6	-	0.00	Fog , Rain , Snow
22	4	1	-2	0	-2	-3	100	92	75	1009	1006	1001	10	5	0	19	11	-	0.00	Fog
23	4	1	-2	2	-1	-3	100	91	81	1001	987	977	10	9	6	40	14	-	0.00	Rain , Snow
24	4	2	0	1	-1	-3	87	80	70	996	987	980	10	10	10	50	29	66	0.00	 
25	2	0	-2	-1	-2	-3	100	88	75	1002	1000	996	10	8	0	13	10	-	0.00	Fog , Snow
26	2	-1	-4	0	-2	-5	100	93	81	1005	1002	1001	8	3	0	14	6	-	0.00	Fog
27	2	0	-1	0	-1	-2	100	93	87	1015	1010	1005	8	5	2	16	5	-	0.00	 
28	0	-2	-4	-1	-2	-5	100	93	86	1019	1016	1014	8	6	3	16	11	-	0.00	 
29	1	-2	-5	-2	-3	-6	100	88	75	1023	1021	1019	10	9	6	16	10	-	0.00	 
30	-2	-3	-3	-3	-4	-5	93	86	80	1024	1023	1022	10	9	4	14	10	-	0.00	Snow
31	-1	-3	-4	-2	-3	-5	100	92	80	1022	1019	1014	10	7	2	21	11	-	0.00	Snow
2009	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Feb	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-1	-3	-4	-3	-4	-5	100	90	80	1014	1012	1010	10	7	2	27	13	-	0.00	Snow
2	3	1	-1	0	-1	-4	87	83	80	1011	1009	1005	10	10	10	29	23	-	0.00	 
3	3	2	1	1	0	0	93	85	81	1005	1001	1000	10	10	10	23	14	-	0.00	 
4	1	0	-1	0	-1	-1	100	94	93	1000	999	998	9	6	3	8	5	-	0.00	 
5	0	-1	-1	-1	-1	-2	100	96	93	1002	1001	1000	5	3	1	11	8	-	0.00	Fog
6	2	0	-1	0	-1	-1	100	94	87	1001	997	992	10	5	1	13	8	-	0.00	Fog
