2003	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-2	-9	-16	-3	-11	-17	93	91	85	1017	1011	1000	10	6	2	13	6	-	0.00	Fog , Rain , Snow
2	9	3	-3	7	5	-4	100	90	82	999	992	985	10	10	5	39	21	58	0.00	Rain
3	9	7	4	6	3	2	87	81	76	998	993	984	10	10	10	55	39	82	0.00	Rain
4	5	0	-5	3	-1	-7	100	91	80	1006	1001	996	10	10	5	26	16	-	0.00	Rain , Snow
5	-5	-7	-8	-7	-9	-10	93	83	68	1010	1009	1006	10	10	5	21	13	-	0.00	Snow
6	-2	-6	-8	-6	-7	-10	93	82	69	1013	1010	1008	10	10	10	16	10	-	0.00	Snow
7	-5	-8	-11	-6	-11	-14	100	88	79	1016	1014	1013	10	7	3	24	16	-	0.00	Snow
8	-9	-11	-13	-13	-14	-16	85	76	62	1017	1016	1014	-	-	-	14	10	-	0.00	 
9	-8	-11	-13	-11	-13	-15	93	86	73	1017	1016	1014	9	6	4	13	6	-	0.00	Snow
10	-6	-9	-11	-6	-9	-13	100	90	85	1025	1019	1015	10	9	5	23	13	-	0.00	Snow
11	-4	-8	-12	-7	-9	-13	100	88	74	1032	1030	1025	10	10	8	16	11	-	0.00	Snow
12	-4	-9	-13	-5	-9	-14	93	86	80	1031	1029	1028	10	10	10	26	14	-	0.00	 
13	-1	-3	-4	-3	-5	-6	93	86	80	1028	1022	1020	10	9	3	45	31	63	0.00	Snow
14	4	2	0	2	0	-3	93	87	80	1028	1025	1022	10	10	10	45	31	55	0.00	Rain
15	4	3	2	2	1	-1	93	85	75	1028	1025	1022	10	10	10	32	21	-	0.00	 
16	5	3	1	1	-1	-1	87	81	65	1029	1024	1020	10	10	10	35	23	32	0.00	Rain
17	4	1	-2	-1	-2	-4	93	82	61	1029	1025	1019	10	10	10	21	16	-	0.00	 
18	4	1	-2	0	-2	-4	93	87	70	1019	1019	1018	10	9	6	19	11	-	0.00	 
19	4	0	-4	0	-1	-4	100	88	70	1018	1014	1011	10	8	6	16	10	-	0.00	 
20	5	1	-3	0	-2	-4	100	89	70	1013	1011	1006	10	7	1	14	8	-	0.00	Fog , Rain
