2001	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-3	-7	-9	-4	-7	-10	100	91	80	1017	1012	1007	9	7	1	14	10	-	0.00	Fog , Rain
2	-1	-2	-3	-2	-3	-4	93	90	86	1008	1006	1005	10	8	5	19	10	-	0.00	Rain
3	3	0	-2	2	-1	-4	100	93	86	1013	1009	1006	10	8	2	23	10	-	0.00	Rain
4	1	-3	-6	0	-1	-6	100	97	93	1012	1008	1006	6	1	0	19	10	-	0.00	Fog , Rain
5	5	2	-1	3	1	-1	100	92	70	1008	1004	997	10	9	6	27	13	-	0.00	Rain
6	10	7	4	7	4	2	93	87	76	1009	1002	997	10	10	10	34	18	52	0.00	Rain
7	5	3	2	3	2	2	100	95	87	1014	1012	1009	10	10	5	21	13	-	0.00	Rain
8	4	2	1	3	2	0	100	96	93	1013	1012	1011	10	8	3	10	6	-	0.00	Rain , Snow
9	2	0	-1	1	-1	-2	100	93	87	1016	1014	1012	10	10	10	23	11	-	0.00	 
10	1	-1	-2	-1	-2	-3	100	93	87	1016	1016	1015	10	7	1	14	8	-	0.00	Snow
11	0	-4	-8	0	-2	-9	100	96	86	1023	1020	1015	10	4	0	8	5	-	0.00	Fog , Snow
12	-1	-6	-9	-3	-7	-10	100	92	80	1030	1026	1023	10	9	1	13	8	-	0.00	Fog
13	-5	-8	-11	-6	-9	-11	100	93	86	1036	1033	1030	9	3	0	8	3	-	0.00	Fog
14	-6	-8	-9	-6	-9	-10	100	94	93	1036	1035	1034	3	1	0	8	3	-	0.00	Fog
15	-7	-11	-14	-8	-11	-15	100	93	85	1034	1031	1029	2	0	0	8	2	-	0.00	Fog
16	-6	-11	-16	-7	-11	-17	100	91	85	1029	1027	1024	10	3	0	14	2	-	0.00	Fog
17	-3	-4	-6	-6	-6	-7	93	85	80	1024	1024	1023	10	10	6	13	10	-	0.00	Snow
18	-3	-4	-5	-4	-6	-7	100	91	86	1024	1022	1021	10	6	2	8	5	-	0.00	Snow
19	-1	-2	-3	-2	-3	-4	100	90	80	1025	1023	1021	10	6	2	10	2	-	0.00	 
20	-1	-2	-2	-2	-3	-4	100	93	86	1026	1025	1024	8	4	1	10	5	-	0.00	Snow
21	-1	-2	-3	-2	-2	-3	100	96	86	1027	1026	1025	8	5	3	13	8	-	0.00	Snow
