2007	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	11	7	4	8	4	0	87	79	66	1022	1014	1010	10	9	2	52	31	80	0.00	Rain
2	4	2	0	1	-1	-2	93	87	75	1019	1016	1013	10	10	10	27	21	-	0.00	Rain , Snow
3	5	3	2	2	1	-1	93	83	75	1026	1023	1019	10	10	10	32	24	-	0.00	Rain
4	6	4	4	3	1	0	87	78	66	1021	1012	1008	10	10	10	45	31	47	0.00	Rain
5	7	6	5	4	3	2	93	83	71	1019	1015	1009	10	10	10	40	31	-	0.00	Rain
6	9	7	6	6	5	4	93	85	76	1020	1019	1016	10	10	10	39	29	-	0.00	Rain
7	9	6	3	7	4	1	93	85	76	1019	1016	1012	10	10	10	40	27	-	0.00	Rain
8	9	4	1	5	2	-1	87	83	76	1017	1012	1008	10	10	10	34	16	-	0.00	Rain
9	12	9	7	9	7	4	94	85	77	1019	1014	1010	10	10	10	37	24	-	0.00	Rain
10	13	10	8	7	6	5	87	75	63	1020	1018	1014	10	10	10	34	18	-	0.00	 
11	12	8	4	6	2	-2	87	69	57	1020	1014	1005	10	10	10	66	40	90	0.00	Rain
12	8	7	5	5	2	-1	87	72	57	1021	1016	1007	10	10	10	48	35	64	0.00	Rain
13	11	9	7	7	6	3	82	76	71	1022	1020	1017	10	10	10	45	34	64	0.00	 
14	10	7	3	6	2	-2	82	71	43	1030	1023	1017	10	10	10	39	21	55	0.00	Rain
15	6	2	-1	0	-2	-3	93	79	61	1031	1028	1024	-	-	-	23	13	-	0.00	 
16	5	1	-3	1	-1	-4	93	88	75	1024	1022	1022	10	10	10	27	14	-	0.00	 
17	9	4	1	5	3	-1	93	83	71	1022	1018	1013	10	10	7	37	16	50	0.00	 
18	14	10	6	9	6	3	100	69	58	1014	1000	986	10	10	2	98	47	130	0.00	Rain , Hail , Thunderstorm
19	11	8	6	4	2	-2	81	63	46	1018	1006	991	10	10	10	69	47	103	0.00	Rain
20	13	9	6	8	6	1	93	76	66	1019	1013	1010	10	10	4	47	24	61	0.00	Rain
21	7	6	4	6	1	-3	93	74	57	1013	1011	1008	10	10	8	64	31	87	0.00	Rain
22	4	2	0	0	-1	-2	87	76	65	1016	1014	1013	10	10	10	42	27	-	0.00	 
23	-1	-3	-5	-3	-7	-8	93	82	69	1017	1011	1000	10	9	3	29	21	-	0.00	Snow
24	-3	-4	-6	-4	-5	-6	100	95	93	1005	998	994	5	2	1	27	23	-	0.00	Snow
25	-3	-6	-8	-5	-7	-10	100	87	74	1020	1014	1005	10	8	3	24	18	-	0.00	Snow
26	-5	-7	-9	-7	-8	-10	100	89	74	1021	1017	1012	10	8	1	50	13	69	0.00	Fog , Snow
27	0	-3	-6	-2	-5	-9	100	87	69	1022	1015	1010	10	6	0	50	37	66	0.00	Snow
28	3	0	-1	0	-1	-3	93	86	75	1023	1017	1009	10	9	3	53	32	71	0.00	Rain , Snow
29	4	3	2	2	0	-1	93	83	75	1020	1013	1007	10	10	8	55	35	77	0.00	Rain , Snow
30	5	3	2	2	0	-1	81	79	70	1022	1019	1017	10	10	10	34	21	-	0.00	Rain
31	4	3	2	0	-1	-1	81	76	70	1021	1017	1012	10	10	10	48	24	61	0.00	Rain
2007	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Feb	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	7	3	1	2	1	-2	87	76	61	1027	1021	1012	10	10	10	39	27	50	0.00	Rain
2	7	3	0	4	2	-1	93	86	81	1027	1026	1023	10	9	6	23	14	-	0.00	Rain
3	7	3	1	5	0	-2	93	74	57	1029	1026	1023	10	10	10	40	27	64	0.00	Rain
4	6	3	0	2	0	-1	93	83	66	1029	1027	1023	10	10	10	21	13	-	0.00	 
5	5	2	-1	1	0	-2	93	84	65	1023	1012	1006	10	10	10	35	19	-	0.00	Rain
6	2	0	-1	0	-1	-3	100	88	70	1006	1004	1003	10	8	3	14	8	-	0.00	Rain , Snow
7	1	-1	-3	0	-1	-3	100	96	93	1002	1001	999	7	4	2	13	6	-	0.00	Rain , Snow
8	5	3	1	3	2	0	100	92	81	998	997	995	10	7	2	37	11	-	0.00	Rain
9	6	3	2	2	1	-1	93	82	61	1008	1003	998	10	10	10	32	18	-	0.00	Rain
10	8	4	0	3	1	-1	93	84	66	1009	1007	1006	10	9	4	16	6	-	0.00	Rain
11	8	4	2	4	3	2	100	87	71	1010	1006	1002	10	8	4	26	10	-	0.00	Rain
12	9	7	5	5	4	3	93	84	71	1002	999	996	10	10	10	27	19	-	0.00	Rain
13	8	7	5	4	3	2	87	79	66	1007	1001	997	10	10	10	40	29	55	0.00	Rain
14	9	6	3	3	2	1	93	74	58	1012	1009	1005	10	10	10	24	16	-	0.00	Rain
15	6	4	3	5	3	1	93	86	76	1023	1014	1005	10	10	8	39	21	58	0.00	Rain
16	4	3	2	2	1	0	93	88	81	1028	1026	1023	10	10	8	34	18	-	0.00	 
17	9	4	0	2	-1	-3	93	78	50	1027	1023	1020	10	9	8	23	16	-	0.00	 
18	9	3	-3	1	-2	-4	100	80	57	1020	1016	1013	10	8	5	16	8	-	0.00	 
19	3	0	-3	2	-1	-4	100	94	81	1015	1013	1012	8	4	0	10	6	-	0.00	Fog
20	7	3	0	3	1	-1	100	87	71	1014	1012	1011	8	5	3	14	10	-	0.00	 
21	7	3	-1	5	1	-1	100	94	76	1016	1014	1012	5	2	0	14	5	-	0.00	Fog
22	11	6	0	3	1	-1	100	80	54	1014	1012	1011	10	6	3	23	11	-	0.00	Fog , Rain
23	9	4	1	4	1	-1	93	79	58	1015	1014	1013	9	7	4	16	8	-	0.00	 
