2017	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-2	-6	-9	-3	-7	-10	100	92	85	1030	1021	1016	9	1	0	13	5	-	0.00	Fog
2	-1	-6	-9	-3	-4	-10	100	89	80	1022	1016	1014	19	8	1	35	18	-	0.00	Fog , Snow
3	1	-2	-6	-2	-4	-7	93	80	67	1023	1018	1010	31	12	5	45	27	63	0.00	Rain , Snow
4	2	0	-2	-1	-2	-5	93	82	59	1012	1005	1001	26	8	1	55	42	74	2.03	Rain , Snow
5	-3	-7	-10	-3	-7	-12	93	81	56	1035	1021	1008	31	10	1	34	23	52	0.76	Snow
6	-7	-10	-13	-10	-11	-14	93	83	66	1042	1037	1032	31	10	3	27	19	-	0.00	Snow
7	-8	-12	-17	-10	-13	-18	93	79	56	1042	1031	1024	31	13	4	29	14	-	0.00	Snow
8	-3	-6	-9	-4	-7	-10	93	87	76	1031	1026	1023	14	6	2	16	10	-	0.51	Snow
9	-2	-3	-6	-3	-4	-5	93	89	78	1031	1025	1020	14	7	3	14	6	-	0.00	Snow
10	-3	-9	-14	-4	-9	-16	86	75	60	1022	1016	1013	31	14	10	26	11	-	0.00	 
11	0	-8	-17	-1	-9	-19	100	84	65	1022	1010	1002	19	9	1	37	13	-	1.02	Rain , Snow
12	3	0	-3	0	-1	-2	100	79	59	1011	1007	998	31	13	2	39	27	53	1.02	Rain , Snow
13	3	1	-1	1	-2	-4	100	78	50	1003	994	989	31	11	3	58	26	80	0.51	Rain , Snow
14	1	-1	-4	-2	-4	-7	93	78	58	1012	1003	997	31	10	3	42	24	48	0.00	Snow
15	0	-2	-5	-4	-5	-8	86	75	51	1020	1014	1009	31	14	3	29	23	-	0.00	Snow
16	-2	-6	-8	-3	-6	-10	100	89	68	1030	1021	1017	31	9	3	21	13	-	0.51	Snow
17	-3	-6	-9	-5	-7	-11	93	82	65	1039	1032	1027	31	13	10	18	11	-	0.00	Snow
18	-6	-9	-13	-7	-9	-14	93	86	65	1042	1038	1036	19	7	0	14	8	-	0.00	Fog , Snow
19	-6	-11	-16	-7	-14	-17	93	88	76	1042	1037	1035	5	1	0	11	5	-	0.00	Fog
20	-6	-10	-15	-8	-12	-17	93	88	77	1041	1036	1033	5	2	0	11	5	-	0.00	Fog
21	-3	-8	-12	-6	-9	-13	100	85	59	1037	1032	1030	6	3	2	11	5	-	0.00	 
22	-3	-8	-12	-5	-10	-13	100	88	63	1034	1029	1025	10	3	0	14	5	-	0.00	Fog
23	-3	-9	-14	-7	-10	-15	93	84	53	1029	1025	1023	10	6	3	13	6	-	0.00	 
24	-5	-7	-8	-6	-8	-9	93	88	74	1032	1027	1023	10	7	3	14	8	-	0.00	Snow
25	-2	-4	-6	-4	-5	-7	93	89	77	1034	1031	1029	10	7	5	11	6	-	0.00	Snow
26	0	-3	-7	-4	-6	-9	93	74	51	1034	1030	1027	26	12	9	23	11	-	0.00	 
27	-2	-7	-12	-8	-9	-12	93	79	47	1031	1026	1023	19	8	6	18	8	-	0.00	 
28	-6	-8	-10	-8	-8	-11	93	85	76	1028	1024	1022	10	7	5	14	10	-	0.00	 
29	-6	-10	-13	-8	-9	-15	100	91	81	1029	1025	1023	7	3	0	11	5	-	0.00	Fog
30	-3	-8	-13	-5	-11	-15	93	86	60	1028	1020	1014	10	3	0	26	6	-	0.00	Fog , Rain , Snow
