2011	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Jan	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	0	-2	-5	-1	-3	-6	93	88	80	1020	1015	1013	10	10	9	47	26	-	0.00	Rain
2	0	-2	-3	-2	-4	-5	87	81	75	1018	1015	1013	10	10	5	27	19	-	0.00	Snow
3	-1	-4	-8	-3	-5	-9	93	87	74	1020	1019	1018	10	9	2	23	18	-	0.00	Snow
4	-6	-8	-9	-8	-9	-11	100	93	86	1020	1019	1018	10	5	0	19	11	-	0.00	Fog
5	-6	-7	-8	-8	-8	-10	93	88	74	1017	1015	1012	10	7	2	19	8	-	0.00	Fog , Snow
6	3	-3	-9	1	-6	-10	93	86	74	1012	1008	1006	10	8	4	26	14	-	0.00	Rain
7	6	3	1	4	2	0	100	91	81	1013	1011	1006	10	8	0	26	16	-	0.00	Fog , Rain
8	6	3	0	5	2	-1	100	97	87	1013	1012	1011	9	4	0	23	8	-	0.00	Fog , Rain
9	4	1	-1	2	1	-1	100	97	87	1016	1013	1011	9	2	0	13	6	-	0.00	Fog , Rain
10	2	1	0	1	0	-2	100	94	81	1022	1020	1016	10	7	0	16	8	-	0.00	Fog , Rain
11	1	0	0	1	1	0	100	99	93	1018	1013	1010	10	3	0	13	8	-	0.00	Fog
12	4	2	1	2	1	0	100	89	75	1016	1014	1012	10	10	10	32	19	-	0.00	Rain
13	8	4	2	7	4	1	100	96	93	1012	1010	1009	10	9	5	32	24	-	0.00	Rain
14	10	8	7	9	7	4	100	89	81	1014	1013	1011	10	10	10	45	32	-	0.00	Rain
15	8	7	5	5	4	3	93	82	71	1025	1020	1013	10	10	10	39	29	-	0.00	Rain
16	10	6	2	5	3	1	100	82	66	1026	1025	1024	-	-	-	32	21	-	0.00	 
17	4	0	-4	2	-1	-4	100	96	87	1026	1024	1023	10	3	0	14	6	-	0.00	Fog
18	9	4	-1	4	3	-3	100	87	62	1024	1023	1022	10	9	7	26	16	-	0.00	 
19	4	1	-1	3	1	-2	100	92	81	1023	1022	1020	10	7	1	23	14	-	0.00	Rain , Snow
20	1	-1	-2	-1	-2	-3	100	92	81	1027	1024	1022	10	9	4	21	10	-	0.00	Fog , Snow
21	-1	-2	-3	-3	-4	-6	93	88	74	1030	1029	1027	10	9	5	19	14	-	0.00	Snow
22	-2	-4	-7	-4	-6	-9	93	85	69	1030	1028	1025	10	10	9	14	8	-	0.00	Snow
23	0	-4	-8	-1	-5	-9	100	88	80	1025	1021	1019	10	8	3	24	16	-	0.00	Snow
24	-1	-3	-4	-1	-3	-5	100	94	86	1020	1019	1016	10	7	3	14	8	-	0.00	Snow
25	1	0	-1	0	-1	-2	100	91	81	1015	1007	1003	10	7	1	39	24	-	0.00	Rain , Snow
26	1	-1	-2	-1	-2	-3	100	90	81	1011	1006	1003	10	9	2	26	16	-	0.00	Snow
27	-1	-4	-7	-2	-3	-8	100	95	93	1021	1016	1011	9	5	1	16	8	-	0.00	Fog , Snow
28	-2	-6	-8	-3	-6	-9	100	90	74	1024	1023	1021	8	5	2	19	11	-	0.00	Fog
29	-3	-9	-15	-6	-10	-16	100	90	80	1024	1021	1018	8	3	0	19	10	-	0.00	Fog
30	-5	-9	-13	-6	-10	-15	100	92	85	1021	1020	1018	5	2	0	11	5	-	0.00	Fog
31	-8	-11	-14	-9	-11	-15	93	92	85	1025	1023	1021	3	1	0	10	5	-	0.00	Fog
2011	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Feb	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	-7	-9	-11	-8	-10	-12	93	92	86	1026	1024	1024	6	3	0	16	10	-	0.00	Fog
2	-2	-8	-13	-5	-8	-15	93	89	80	1028	1026	1024	6	5	4	27	18	-	0.00	Snow
3	0	-3	-6	-2	-4	-7	93	89	80	1027	1025	1023	10	7	1	29	21	-	0.00	Rain , Snow
4	5	1	-3	2	-1	-4	93	85	81	1026	1022	1018	10	10	9	47	27	64	0.00	Snow
5	9	7	5	3	2	2	81	73	66	1021	1019	1017	10	10	10	63	39	82	0.00	 
6	10	7	4	5	3	1	81	75	66	1023	1022	1021	10	10	10	35	27	-	0.00	 
7	11	6	2	1	-1	-4	87	68	43	1023	1020	1016	-	-	-	32	23	-	0.00	 
8	9	4	-1	2	-2	-4	80	65	46	1023	1019	1015	10	10	10	40	26	-	0.00	Rain
9	6	1	-3	-1	-4	-8	93	72	36	1023	1023	1023	8	7	7	16	11	-	0.00	 
10	5	0	-5	-1	-3	-7	93	73	57	1023	1020	1014	-	-	-	32	8	-	0.00	 
11	10	7	3	7	4	-1	100	87	70	1014	1009	1008	10	10	4	42	31	-	0.00	Rain
12	3	0	-3	2	-5	-7	93	73	60	1020	1017	1010	10	10	10	29	18	-	0.00	Rain , Snow
13	0	-2	-3	-2	-4	-6	93	83	69	1018	1014	1012	10	9	4	16	10	-	0.00	Snow
14	0	-1	-1	-2	-2	-3	93	88	80	1013	1012	1011	10	8	5	19	11	-	0.00	Snow
15	3	-1	-4	-3	-5	-8	86	73	52	1010	1006	1004	10	9	7	29	16	-	0.00	 
16	-1	-3	-4	-3	-5	-8	86	82	74	1006	1004	1002	10	9	7	16	10	-	0.00	Snow
17	2	0	-1	0	-1	-2	100	90	81	1008	1003	1001	8	5	4	16	13	-	0.00	Rain
18	1	0	-2	1	-1	-2	100	97	87	1015	1011	1008	5	2	0	13	5	-	0.00	Fog , Rain , Snow
19	-1	-3	-4	-2	-4	-6	100	91	80	1018	1016	1014	7	5	3	19	14	-	0.00	 
20	-4	-7	-11	-6	-8	-13	93	83	73	1019	1018	1017	10	8	4	23	16	-	0.00	Snow
21	-6	-9	-11	-10	-12	-13	86	77	68	1020	1019	1017	10	9	5	19	10	-	0.00	Snow
22	-5	-10	-14	-11	-13	-15	92	78	63	1021	1017	1016	10	7	3	21	11	-	0.00	 
23	-6	-10	-14	-12	-14	-15	92	76	58	1027	1025	1022	10	6	4	16	6	-	0.00	Snow
24	-1	-7	-13	-9	-12	-15	86	71	47	1029	1027	1026	9	6	4	11	6	-	0.00	 
25	0	-6	-11	-9	-11	-13	92	69	44	1031	1030	1029	7	5	4	10	3	-	0.00	 
26	3	-3	-10	-4	-8	-12	93	72	45	1029	1022	1014	9	7	4	16	6	-	0.00	 
27	4	-2	-8	-2	-4	-9	93	79	56	1019	1014	1012	9	7	4	13	8	-	0.00	 
28	8	1	-5	-1	-3	-6	93	76	50	1026	1023	1019	9	5	2	14	5	-	0.00	 
2011	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Mar	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	5	0	-5	-3	-6	-9	93	70	45	1034	1030	1027	9	7	5	24	11	-	0.00	 
2	7	0	-6	-7	-11	-16	80	51	19	1034	1032	1030	9	9	8	37	13	-	0.00	 
3	2	-2	-5	-3	-6	-9	80	71	60	1031	1030	1029	10	10	10	26	16	-	0.00	 
4	5	1	-4	-3	-3	-5	93	77	57	1032	1030	1026	10	9	5	13	8	-	0.00	 
5	8	1	-6	-2	-4	-8	93	73	39	1026	1022	1018	10	6	2	16	6	-	0.00	 
6	4	-1	-5	-2	-8	-12	87	62	31	1030	1024	1021	10	10	10	27	11	-	0.00	 
7	3	-3	-8	-7	-13	-19	80	50	19	1036	1034	1031	-	-	-	16	8	-	0.00	 
8	7	-1	-8	-9	-12	-14	73	44	21	1034	1029	1023	-	-	-	16	11	-	0.00	 
9	13	4	-5	0	-5	-11	74	51	38	1023	1018	1014	-	-	-	40	13	-	0.00	 
10	9	6	3	3	1	-2	87	70	53	1016	1015	1013	10	10	10	40	18	-	0.00	Rain
11	10	7	4	1	0	-1	75	58	50	1018	1015	1013	10	10	10	47	32	-	0.00	 
12	14	7	1	1	-1	-2	87	63	36	1018	1013	1007	9	9	9	21	13	-	0.00	 
13	13	6	-1	2	0	-3	93	66	41	1009	1008	1007	9	6	3	13	6	-	0.00	 
14	14	8	2	4	2	-1	81	66	44	1019	1014	1009	10	7	4	13	6	-	0.00	 
15	15	8	2	5	3	1	100	72	45	1019	1018	1016	10	6	2	32	10	-	0.00	 
16	15	9	4	8	6	3	93	84	55	1016	1011	1005	10	6	2	40	19	-	0.00	Fog , Rain
17	10	8	5	10	8	4	100	96	87	1005	1002	1001	10	4	1	27	19	-	0.00	Fog , Rain
18	5	2	0	4	1	0	100	92	81	1022	1014	1006	10	7	1	32	19	-	0.00	Rain , Snow
19	6	3	0	1	-1	-3	93	78	57	1031	1026	1022	10	10	10	27	14	-	0.00	 
20	7	2	-3	0	-3	-5	93	74	49	1033	1032	1031	10	10	10	21	10	-	0.00	 
21	10	3	-3	-1	-3	-5	93	64	35	1036	1034	1033	10	10	9	13	6	-	0.00	 
22	13	6	-1	0	-2	-5	86	60	30	1036	1034	1033	-	-	-	14	10	-	0.00	 
23	14	8	2	5	-1	-5	87	60	29	1036	1035	1034	10	9	6	21	13	-	0.00	 
24	15	8	0	3	-1	-6	81	57	26	1035	1032	1027	-	-	-	24	14	-	0.00	 
25	15	9	3	4	3	1	93	69	45	1027	1018	1011	10	10	8	16	11	-	0.00	 
26	9	6	2	4	1	-1	93	74	53	1017	1013	1011	10	10	7	26	11	-	0.00	Rain
27	9	4	0	1	-1	-2	93	75	50	1017	1015	1011	10	9	7	13	5	-	0.00	 
28	14	7	0	4	-1	-5	100	65	35	1015	1012	1010	10	8	4	23	11	-	0.00	 
29	15	6	-3	0	-3	-5	87	55	25	1017	1016	1014	-	-	-	13	8	-	0.00	 
30	17	9	1	3	0	-3	87	55	27	1016	1015	1014	-	-	-	19	11	-	0.00	 
31	16	10	5	9	4	1	94	64	45	1019	1018	1016	10	10	10	34	21	-	0.00	Rain
2011	Temp. (°C)	Dew Point (°C)	Humidity (%)	Sea Level Press. (hPa)	Visibility (km)	Wind (km/h)	Precip. (mm)	Events
Apr	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	low	high	avg	high	sum	 
1	19	14	10	10	7	4	88	70	37	1023	1020	1018	10	10	10	32	26	-	0.00	 
2	19	13	8	10	8	7	94	72	49	1023	1020	1017	10	10	10	16	11	-	0.00	 
3	22	13	6	10	8	5	100	67	38	1017	1014	1011	9	4	0	19	8	-	0.00	Fog
4	15	10	6	11	7	4	100	84	63	1023	1015	1010	10	8	3	35	19	-	0.00	Rain
5	14	9	4	6	4	2	100	70	44	1026	1024	1023	10	10	10	26	14	-	0.00	Rain
6	18	13	9	11	7	4	82	70	63	1026	1025	1025	10	10	10	37	19	-	0.00	 
7	23	17	11	12	9	4	94	67	37	1026	1020	1015	10	10	10	47	26	63	0.00	 
8	17	11	6	5	1	-1	66	52	37	1021	1018	1012	10	10	10	53	31	82	0.00	 
9	13	9	6	4	1	-1	70	56	41	1021	1018	1012	10	10	10	50	32	69	0.00	 
10	15	8	1	3	1	-3	87	57	33	1023	1022	1021	-	-	-	32	18	52	0.00	 
11	18	11	4	6	3	1	87	58	40	1023	1020	1014	-	-	-	19	13	-	0.00	 
12	15	10	5	7	2	-3	82	59	48	1017	1013	1010	10	9	4	40	24	63	0.00	Rain
13	6	4	3	2	0	-3	87	73	61	1017	1014	1012	10	10	10	40	27	61	0.00	Rain
14	8	6	3	3	2	0	93	79	70	1017	1015	1014	10	10	10	26	19	-	0.00	Rain
15	11	7	4	4	2	0	93	77	50	1021	1019	1017	10	10	9	16	10	-	0.00	Rain
16	14	9	4	4	1	-3	87	61	36	1023	1022	1021	10	10	10	11	5	-	0.00	 
17	15	8	2	3	0	-3	87	57	33	1025	1024	1023	10	10	10	19	6	-	0.00	 
18	16	9	2	3	1	-1	81	53	36	1025	1023	1020	-	-	-	26	8	-	0.00	 
19	18	10	3	5	2	0	87	55	32	1020	1019	1017	9	9	8	19	6	-	0.00	 
20	20	12	5	7	4	2	87	58	35	1019	1018	1016	-	-	-	14	8	-	0.00	 
21	22	13	6	8	4	2	76	51	27	1018	1017	1015	-	-	-	13	5	-	0.00	 
22	23	14	7	8	4	3	76	50	27	1015	1014	1012	-	-	-	19	10	-	0.00	 
23	24	14	6	7	4	2	76	48	27	1013	1012	1011	-	-	-	27	13	-	0.00	 
24	20	14	8	5	3	1	71	46	30	1019	1015	1013	-	-	-	24	14	-	0.00	 
25	14	10	6	8	5	1	100	73	54	1019	1018	1018	10	10	7	23	10	-	0.00	Rain , Thunderstorm
26	13	10	8	10	8	7	100	88	67	1018	1017	1016	10	6	2	21	10	-	0.00	Rain
27	15	9	4	10	8	3	100	86	63	1017	1016	1015	10	6	0	16	6	-	0.00	Fog , Rain
28	20	13	6	10	8	5	100	69	40	1016	1014	1013	10	8	3	27	10	47	0.00	Fog , Rain , Thunderstorm
